Restaurant__c,Name,Price__c,Category__c,Available__c,Prep_Time_Minutes__c,Allergens__c
001DQ00000N9TWhYAN,Vine Leaves,13.33,Dessert,false,10.0,"Contains: Gluten. Ingredients: Naan Bread, Salt, Basil, Mint, Parsley, Chickpeas, Coriander, Black Pepper."
001DQ00000N9TWhYAN,Lentil Soup,17.99,Drink,true,10.0,"No known allergens. Ingredients: Chilli, Mint, Tomato, Salt, Ginger, Basil, Bell Pepper, Cumin."
001DQ00000N9TWhYAN,Halloumi Skewers,20.42,Starter,true,14.0,"Contains: Nuts. Ingredients: Salt, Spinach, Lettuce, Onion, Chickpeas, Garlic, Bell Pepper, Pistachios."
001DQ00000N9TWhYAN,Muhammara,20.92,Main,true,29.0,"No known allergens. Ingredients: Basil, Parsley, Paprika, Potato, Cumin, Lemon, Coriander, Chickpeas."
001DQ00000N9TWhYAN,Knafeh,5.07,Side,false,24.0,"Contains: Sesame. Ingredients: Chickpeas, Coriander, Onion, Tahini, Spinach, Chilli, Garlic, Mint."
001DQ00000N9TWhYAN,Labneh Bowl,21.26,Dessert,true,10.0,"No known allergens. Ingredients: Onion, Black Pepper, Paprika, Olive Oil, Lettuce, Garlic, Carrot, Lime."
001DQ00000N9TWhYAN,Rose Lemonade,7.61,Drink,true,13.0,"No known allergens. Ingredients: Carrot, Spinach, Lettuce, Ginger, Lemon, Olive Oil, Potato, Tomato."
001DQ00000N9TWdYAN,Pad Thai,12.27,Starter,true,8.0,"Contains: Nuts, Shellfish. Ingredients: Ginger, Lime, Cashews, Black Pepper, Cumin, Salt, Shrimp, Onion."
001DQ00000N9TWdYAN,Green Curry,17.2,Main,true,21.0,"Contains: Eggs, Soy. Ingredients: Soybean Oil, Carrot, Ginger, Olive Oil, Spinach, Salt, Rice, Egg."
001DQ00000N9TWdYAN,Red Curry,18.26,Side,true,16.0,"Contains: Dairy. Ingredients: Cumin, Halloumi, Black Pepper, Olive Oil, Carrot, Salt, Mint, Rice."
001DQ00000N9TWdYAN,Tom Yum Soup,8.93,Dessert,true,12.0,"Contains: Sesame, Shellfish, Soy. Ingredients: Rice, Coriander, Black Pepper, Shrimp, Edamame, Lettuce, Basil, Tahini."
001DQ00000N9TWdYAN,Massaman Curry,5.06,Drink,true,12.0,"No known allergens. Ingredients: Bell Pepper, Cumin, Black Pepper, Chilli, Rice, Tomato, Olive Oil, Lime."
001DQ00000N9TWdYAN,Som Tum Salad,18.52,Starter,true,17.0,"No known allergens. Ingredients: Scallion, Black Pepper, Coriander, Salt, Carrot, Lemon, Lime, Ginger."
001DQ00000N9TWdYAN,Spring Rolls,9.34,Main,true,19.0,"Contains: Dairy, Gluten, Sesame. Ingredients: Paprika, Wheat Flour, Black Pepper, Garlic, Lettuce, Sesame Oil, Lime, Yogurt."
001DQ00000N9TWdYAN,Satay Skewers,15.27,Side,true,13.0,"Contains: Shellfish. Ingredients: Potato, Basil, Lemon, Chickpeas, Lime, Spinach, Salt, Lobster."
001DQ00000N9TWdYAN,Pad See Ew,23.5,Dessert,true,9.0,"Contains: Fish, Shellfish. Ingredients: Crab, Lemon, Black Pepper, Olive Oil, Lettuce, Lime, Spinach, Salmon."
001DQ00000N9TWdYAN,Khao Pad,14.42,Drink,true,14.0,"Contains: Dairy. Ingredients: Cumin, Paprika, Lettuce, Halloumi, Rice, Garlic, Lemon, Parsley."
001DQ00000N9TWdYAN,Tom Kha Gai,11.27,Starter,true,28.0,"No known allergens. Ingredients: Onion, Lime, Coriander, Olive Oil, Potato, Lettuce, Paprika, Basil."
001DQ00000N9TWdYAN,Panang Curry,15.96,Main,true,28.0,"Contains: Fish, Sesame. Ingredients: Coriander, Lettuce, Rice, Black Pepper, Tuna, Paprika, Carrot, Tahini."
001DQ00000N9TWdYAN,Larb Gai,5.35,Side,true,17.0,"No known allergens. Ingredients: Parsley, Paprika, Bell Pepper, Lime, Cumin, Ginger, Carrot, Chilli."
001DQ00000N9TWdYAN,Mango Sticky Rice,13.64,Dessert,true,23.0,"No known allergens. Ingredients: Potato, Paprika, Chilli, Lime, Chickpeas, Bell Pepper, Spinach, Lemon."
001DQ00000N9TWdYAN,Pad Krapow,17.07,Drink,true,31.0,"Contains: Soy. Ingredients: Coriander, Onion, Soy Sauce, Lime, Paprika, Ginger, Tomato, Black Pepper."
001DQ00000N9TWdYAN,Thai Fish Cakes,18.98,Starter,true,13.0,"Contains: Eggs. Ingredients: Olive Oil, Salt, Lime, Coriander, Parsley, Lemon, Scallion, Mayonnaise."
001DQ00000N9TWdYAN,Drunken Noodles,14.14,Main,true,13.0,"Contains: Eggs, Gluten, Sesame. Ingredients: Mint, Tomato, Soy Sauce, Egg, Black Pepper, Sesame Seeds, Carrot, Garlic."
001DQ00000N9TWdYAN,Coconut Soup,20.9,Side,true,33.0,"Contains: Dairy. Ingredients: Chilli, Paprika, Garlic, Basil, Tomato, Spinach, Milk, Scallion."
001DQ00000N9TWdYAN,Thai Iced Tea,4.58,Dessert,true,29.0,"No known allergens. Ingredients: Spinach, Potato, Carrot, Rice, Basil, Chilli, Parsley, Tomato."
001DQ00000N9TWdYAN,Roti,16.38,Drink,true,26.0,"Contains: Eggs. Ingredients: Mint, Basil, Ginger, Mayonnaise, Onion, Chilli, Paprika, Coriander."
001DQ00000N9TWUYA3,Chicken Tacos,15.32,Starter,true,19.0,"Contains: Sesame. Ingredients: Cumin, Lime, Rice, Lemon, Sesame Oil, Bell Pepper, Parsley, Olive Oil."
001DQ00000N9TWUYA3,Beef Burrito,18.33,Main,true,22.0,"No known allergens. Ingredients: Scallion, Lettuce, Bell Pepper, Chickpeas, Spinach, Basil, Tomato, Lime."
001DQ00000N9TWUYA3,Quesadilla,13.47,Side,true,25.0,"No known allergens. Ingredients: Chickpeas, Black Pepper, Salt, Coriander, Garlic, Potato, Rice, Tomato."
001DQ00000N9TWUYA3,Nachos Supreme,13.46,Dessert,true,12.0,"Contains: Gluten. Ingredients: Salt, Cumin, Bell Pepper, Rice, Chilli, Chickpeas, Mint, Pasta."
001DQ00000N9TWUYA3,Enchiladas,18.57,Drink,false,27.0,"Contains: Eggs. Ingredients: Chilli, Lettuce, Garlic, Lemon, Egg Noodles, Salt, Olive Oil, Bell Pepper."
001DQ00000N9TWUYA3,Carnitas Bowl,14.02,Starter,false,16.0,"No known allergens. Ingredients: Chickpeas, Coriander, Black Pepper, Ginger, Paprika, Lemon, Parsley, Scallion."
001DQ00000N9TWUYA3,Guacamole and Chips,21.52,Main,true,9.0,"No known allergens. Ingredients: Scallion, Paprika, Carrot, Lettuce, Potato, Black Pepper, Mint, Cumin."
001DQ00000N9TWUYA3,Chilli Con Carne,14.8,Side,true,12.0,"Contains: Nuts. Ingredients: Chilli, Black Pepper, Cumin, Carrot, Paprika, Cashews, Salt, Chickpeas."
001DQ00000N9TWUYA3,Fajitas,4.9,Dessert,true,27.0,"No known allergens. Ingredients: Lemon, Coriander, Tomato, Paprika, Mint, Basil, Scallion, Black Pepper."
001DQ00000N9TWUYA3,Churros,22.34,Drink,true,11.0,"Contains: Eggs, Fish. Ingredients: Fish Sauce, Tomato, Salt, Egg Noodles, Olive Oil, Bell Pepper, Coriander, Ginger."
001DQ00000N9TWUYA3,Fish Tacos,11.02,Starter,true,29.0,"No known allergens. Ingredients: Coriander, Salt, Basil, Mint, Parsley, Paprika, Potato, Olive Oil."
001DQ00000N9TWUYA3,Veggie Burrito,15.59,Main,true,13.0,"Contains: Dairy. Ingredients: Parsley, Ginger, Tomato, Scallion, Chilli, Milk, Chickpeas, Lemon."
001DQ00000N9TWUYA3,Elote,23.76,Side,true,32.0,"Contains: Gluten. Ingredients: Lemon, Parsley, Cumin, Flour Tortilla, Potato, Onion, Mint, Chilli."
001DQ00000N9TWUYA3,Tamales,12.29,Dessert,true,27.0,"No known allergens. Ingredients: Rice, Garlic, Coriander, Chickpeas, Bell Pepper, Olive Oil, Basil, Mint."
001DQ00000N9TWUYA3,Tostada,9.78,Drink,true,8.0,"Contains: Nuts. Ingredients: Potato, Chilli, Lime, Mint, Black Pepper, Onion, Cashews, Scallion."
001DQ00000N9TWUYA3,Pozole,19.63,Starter,true,20.0,"No known allergens. Ingredients: Chilli, Lime, Chickpeas, Garlic, Spinach, Carrot, Onion, Mint."
001DQ00000N9TWUYA3,Sopapilla,14.82,Main,true,19.0,"Contains: Dairy, Fish. Ingredients: Chilli, Butter, Chickpeas, Lettuce, Paprika, Fish Sauce, Olive Oil, Lemon."
001DQ00000N9TWUYA3,Horchata,11.55,Side,true,16.0,"No known allergens. Ingredients: Coriander, Potato, Bell Pepper, Olive Oil, Black Pepper, Salt, Onion, Parsley."
001DQ00000N9TWUYA3,Refried Beans,15.33,Dessert,true,27.0,"Contains: Dairy. Ingredients: Onion, Butter, Olive Oil, Basil, Cumin, Salt, Scallion, Carrot."
001DQ00000N9TWUYA3,Salsa Verde,10.81,Drink,true,11.0,"Contains: Nuts. Ingredients: Black Pepper, Lime, Salt, Peanuts, Mint, Garlic, Paprika, Olive Oil."
001DQ00000N9TWFYA3,Kung Pao Chicken,9.62,Starter,true,15.0,"Contains: Eggs. Ingredients: Ginger, Mayonnaise, Potato, Rice, Mint, Lemon, Chickpeas, Cumin."
001DQ00000N9TWFYA3,Sweet and Sour Pork,10.96,Main,true,15.0,"No known allergens. Ingredients: Lime, Rice, Garlic, Scallion, Lettuce, Carrot, Paprika, Chickpeas."
001DQ00000N9TWFYA3,Beef Chow Mein,17.86,Side,true,12.0,"Contains: Dairy, Gluten, Nuts. Ingredients: Black Pepper, Cumin, Cashews, Carrot, Paprika, Paneer, Bell Pepper, Pasta."
001DQ00000N9TWFYA3,Spring Rolls,8.43,Dessert,true,8.0,"No known allergens. Ingredients: Olive Oil, Lettuce, Spinach, Chickpeas, Garlic, Onion, Basil, Bell Pepper."
001DQ00000N9TWFYA3,Egg Fried Rice,4.55,Drink,true,25.0,"No known allergens. Ingredients: Tomato, Paprika, Bell Pepper, Basil, Scallion, Potato, Parsley, Salt."
001DQ00000N9TWFYA3,Dim Sum Platter,4.8,Starter,true,9.0,"No known allergens. Ingredients: Garlic, Spinach, Salt, Onion, Chilli, Parsley, Lemon, Scallion."
001DQ00000N9TWFYA3,Mapo Tofu,23.66,Main,true,30.0,"No known allergens. Ingredients: Black Pepper, Scallion, Parsley, Coriander, Spinach, Chilli, Paprika, Lettuce."
001DQ00000N9TWFYA3,Peking Duck,18.03,Side,true,15.0,"Contains: Gluten, Nuts. Ingredients: Pistachios, Flour Tortilla, Parsley, Lime, Garlic, Black Pepper, Scallion, Chilli."
001DQ00000N9TWFYA3,Wonton Soup,13.73,Dessert,true,23.0,"Contains: Fish. Ingredients: Basil, Salt, Black Pepper, Mint, Tomato, Lemon, Tuna, Lime."
001DQ00000N9TWFYA3,Char Siu Pork,9.61,Drink,true,35.0,"Contains: Sesame, Soy. Ingredients: Lime, Basil, Sesame Seeds, Salt, Soy Sauce, Mint, Rice, Tomato."
001DQ00000N9TWFYA3,Hot and Sour Soup,7.97,Starter,true,35.0,"Contains: Dairy, Nuts. Ingredients: Bell Pepper, Peanut Sauce, Black Pepper, Coriander, Scallion, Lemon, Spinach, Paneer."
001DQ00000N9TWFYA3,Sesame Chicken,9.86,Main,true,22.0,"Contains: Sesame. Ingredients: Tahini, Mint, Basil, Cumin, Potato, Onion, Coriander, Salt."
001DQ00000N9TWFYA3,Dumplings,20.13,Side,true,25.0,"No known allergens. Ingredients: Cumin, Lime, Chickpeas, Scallion, Parsley, Lemon, Garlic, Ginger."
001DQ00000N9TWFYA3,Chow Fun,21.25,Dessert,true,21.0,"Contains: Dairy, Sesame, Soy. Ingredients: Ginger, Tofu, Tahini, Halloumi, Salt, Garlic, Black Pepper, Lime."
001DQ00000N9TWFYA3,Salt and Pepper Squid,12.01,Drink,true,27.0,"No known allergens. Ingredients: Salt, Lime, Chickpeas, Chilli, Rice, Mint, Tomato, Parsley."
001DQ00000N9TWFYA3,Crispy Beef,6.6,Starter,true,22.0,"Contains: Fish, Shellfish. Ingredients: Black Pepper, Basil, Tomato, Carrot, Coriander, Shrimp, Potato, Anchovy."
001DQ00000N9TWFYA3,Vegetable Spring Roll,22.55,Main,true,18.0,"Contains: Nuts, Sesame. Ingredients: Potato, Bell Pepper, Tomato, Cashews, Sesame Seeds, Scallion, Onion, Chickpeas."
001DQ00000N9TWFYA3,Fortune Cookie,13.91,Side,false,30.0,"Contains: Dairy, Shellfish. Ingredients: Onion, Scallion, Shrimp, Basil, Cheese, Chilli, Cumin, Rice."
001DQ00000N9TWFYA3,Prawn Toast,17.45,Dessert,true,20.0,"Contains: Fish. Ingredients: Lemon, Olive Oil, Scallion, Spinach, Salmon, Parsley, Ginger, Black Pepper."
001DQ00000N9TWFYA3,Egg Drop Soup,22.68,Drink,true,30.0,"Contains: Eggs. Ingredients: Chilli, Onion, Paprika, Mayonnaise, Carrot, Garlic, Parsley, Rice."
001DQ00000N9TWfYAN,Spaghetti Carbonara,20.02,Starter,true,30.0,"No known allergens. Ingredients: Lettuce, Garlic, Scallion, Paprika, Chickpeas, Rice, Black Pepper, Carrot."
001DQ00000N9TWfYAN,Lasagne,20.38,Main,true,8.0,"Contains: Dairy, Gluten, Shellfish. Ingredients: Pasta, Coriander, Rice, Lime, Basil, Milk, Cumin, Shrimp."
001DQ00000N9TWfYAN,Penne Arrabbiata,8.86,Side,true,30.0,"Contains: Fish, Gluten, Nuts. Ingredients: Carrot, Ginger, Tuna, Wheat Flour, Olive Oil, Chickpeas, Chilli, Cashews."
001DQ00000N9TWfYAN,Risotto Funghi,12.13,Dessert,false,20.0,"No known allergens. Ingredients: Rice, Olive Oil, Tomato, Ginger, Carrot, Coriander, Parsley, Mint."
001DQ00000N9TWfYAN,Fettuccine Alfredo,6.88,Drink,true,28.0,"Contains: Dairy, Gluten, Shellfish. Ingredients: Rice, Potato, Breadcrumbs, Squid, Tomato, Lemon, Ginger, Cheese."
001DQ00000N9TWfYAN,Ravioli,5.13,Starter,true,8.0,"No known allergens. Ingredients: Cumin, Garlic, Coriander, Salt, Chilli, Ginger, Paprika, Carrot."
001DQ00000N9TWfYAN,Gnocchi,20.28,Main,true,22.0,"No known allergens. Ingredients: Bell Pepper, Carrot, Cumin, Lettuce, Scallion, Garlic, Black Pepper, Parsley."
001DQ00000N9TWfYAN,Minestrone,12.6,Side,true,10.0,"Contains: Dairy. Ingredients: Tomato, Potato, Chilli, Cumin, Onion, Paneer, Ginger, Paprika."
001DQ00000N9TWfYAN,Bruschetta,14.17,Dessert,true,11.0,"No known allergens. Ingredients: Basil, Lemon, Olive Oil, Cumin, Garlic, Salt, Chickpeas, Parsley."
001DQ00000N9TWfYAN,Tiramisu,18.67,Drink,true,15.0,"Contains: Nuts, Sesame. Ingredients: Olive Oil, Rice, Sesame Oil, Chickpeas, Peanuts, Cumin, Tomato, Lime."
001DQ00000N9TWfYAN,Osso Buco,10.19,Starter,true,10.0,"Contains: Shellfish. Ingredients: Tomato, Lettuce, Basil, Scallion, Garlic, Chilli, Shrimp, Olive Oil."
001DQ00000N9TWfYAN,Linguine Vongole,6.14,Main,true,26.0,"Contains: Dairy, Nuts, Shellfish. Ingredients: Olive Oil, Scallion, Peanut Sauce, Coriander, Basil, Paprika, Cheese, Prawns."
001DQ00000N9TWfYAN,Caprese Salad,17.88,Side,true,10.0,"Contains: Nuts, Sesame, Shellfish. Ingredients: Almonds, Mint, Garlic, Prawns, Tahini, Lettuce, Rice, Tomato."
001DQ00000N9TWfYAN,Panna Cotta,20.17,Dessert,true,32.0,"Contains: Dairy, Sesame. Ingredients: Sesame Seeds, Milk, Carrot, Scallion, Paprika, Chickpeas, Spinach, Cumin."
001DQ00000N9TWfYAN,Spaghetti Bolognese,5.83,Drink,true,33.0,"No known allergens. Ingredients: Potato, Carrot, Scallion, Rice, Lime, Parsley, Chickpeas, Olive Oil."
001DQ00000N9TWfYAN,Margherita Flatbread,22.99,Starter,true,29.0,"Contains: Eggs, Sesame. Ingredients: Egg Noodles, Lime, Ginger, Scallion, Potato, Onion, Lettuce, Sesame Oil."
001DQ00000N9TWfYAN,Arancini,13.42,Main,true,14.0,"No known allergens. Ingredients: Ginger, Lemon, Black Pepper, Carrot, Tomato, Garlic, Chilli, Lettuce."
001DQ00000N9TWfYAN,Cannoli,17.82,Side,false,34.0,"Contains: Dairy, Fish. Ingredients: Scallion, Lettuce, Eel, Butter, Black Pepper, Salt, Cumin, Olive Oil."
001DQ00000N9TWfYAN,Garlic Focaccia,14.78,Dessert,false,13.0,"No known allergens. Ingredients: Salt, Basil, Bell Pepper, Olive Oil, Lemon, Chickpeas, Carrot, Parsley."
001DQ00000N9TWfYAN,Affogato,13.16,Drink,true,19.0,"No known allergens. Ingredients: Black Pepper, Mint, Paprika, Basil, Potato, Lime, Parsley, Garlic."
001DQ00000N9TWgYAN,Gyros Plate,13.23,Starter,true,12.0,"Contains: Nuts, Sesame. Ingredients: Scallion, Chickpeas, Rice, Coriander, Lemon, Peanut Sauce, Onion, Sesame Oil."
001DQ00000N9TWgYAN,Souvlaki Skewers,10.18,Main,true,21.0,"Contains: Fish. Ingredients: Salt, Paprika, Chilli, Salmon, Black Pepper, Potato, Lemon, Mint."
001DQ00000N9TWgYAN,Greek Salad,21.93,Side,true,33.0,"Contains: Dairy, Sesame. Ingredients: Butter, Chickpeas, Scallion, Tahini, Garlic, Black Pepper, Salt, Ginger."
001DQ00000N9TWgYAN,Moussaka,22.6,Dessert,true,29.0,"No known allergens. Ingredients: Lemon, Carrot, Potato, Black Pepper, Scallion, Chilli, Bell Pepper, Rice."
001DQ00000N9TWgYAN,Spanakopita,19.26,Drink,true,25.0,"Contains: Fish, Sesame. Ingredients: Bell Pepper, Ginger, Sesame Oil, Black Pepper, Basil, Salmon, Salt, Scallion."
001DQ00000N9TWgYAN,Tzatziki and Pita,9.68,Starter,true,10.0,"Contains: Fish, Gluten. Ingredients: Pasta, Ginger, Anchovy, Scallion, Lime, Cumin, Bell Pepper, Mint."
001DQ00000N9TWgYAN,Dolmades,20.21,Main,true,13.0,"Contains: Dairy, Soy. Ingredients: Coriander, Mint, Tomato, Rice, Edamame, Chilli, Spinach, Feta."
001DQ00000N9TWgYAN,Halloumi Fries,15.69,Side,true,35.0,"Contains: Dairy. Ingredients: Bell Pepper, Butter, Basil, Garlic, Scallion, Olive Oil, Paprika, Ginger."
001DQ00000N9TWgYAN,Lamb Kleftiko,19.54,Dessert,true,24.0,"No known allergens. Ingredients: Ginger, Bell Pepper, Olive Oil, Tomato, Lettuce, Salt, Chickpeas, Rice."
001DQ00000N9TWgYAN,Baklava,4.57,Drink,true,12.0,"Contains: Nuts. Ingredients: Lime, Peanut Sauce, Mint, Garlic, Parsley, Carrot, Lettuce, Chickpeas."
001DQ00000N9TWgYAN,Pastitsio,8.75,Starter,true,14.0,"No known allergens. Ingredients: Parsley, Olive Oil, Cumin, Paprika, Lemon, Chickpeas, Onion, Basil."
001DQ00000N9TWgYAN,Keftedes,12.3,Main,true,26.0,"Contains: Nuts. Ingredients: Chilli, Parsley, Almonds, Coriander, Lemon, Tomato, Paprika, Potato."
001DQ00000N9TWgYAN,Fava Dip,16.51,Side,true,13.0,"No known allergens. Ingredients: Tomato, Lemon, Chickpeas, Rice, Basil, Scallion, Carrot, Onion."
001DQ00000N9TWgYAN,Octopus Salad,5.72,Dessert,true,8.0,"Contains: Sesame, Soy. Ingredients: Chickpeas, Salt, Mint, Cumin, Ginger, Chilli, Edamame, Tahini."
001DQ00000N9TWgYAN,Feta Saganaki,20.19,Drink,true,11.0,"No known allergens. Ingredients: Chilli, Salt, Paprika, Mint, Tomato, Coriander, Chickpeas, Potato."
001DQ00000N9TWgYAN,Chicken Souvlaki Wrap,8.58,Starter,true,8.0,"Contains: Dairy, Eggs, Shellfish. Ingredients: Mayonnaise, Feta, Lobster, Bell Pepper, Onion, Spinach, Coriander, Cumin."
001DQ00000N9TWgYAN,Loukoumades,20.36,Main,true,10.0,"Contains: Nuts. Ingredients: Chilli, Parsley, Tomato, Cashews, Chickpeas, Mint, Lime, Carrot."
001DQ00000N9TWgYAN,Greek Yogurt Bowl,22.16,Side,true,11.0,"No known allergens. Ingredients: Chickpeas, Tomato, Carrot, Lettuce, Rice, Paprika, Mint, Coriander."
001DQ00000N9TWgYAN,Horiatiki,18.48,Dessert,true,23.0,"Contains: Gluten. Ingredients: Lime, Black Pepper, Olive Oil, Lettuce, Naan Bread, Onion, Mint, Tomato."
001DQ00000N9TWgYAN,Ouzo Sorbet,20.15,Drink,false,9.0,"Contains: Shellfish. Ingredients: Parsley, Mint, Lemon, Spinach, Garlic, Chickpeas, Prawns, Coriander."
001DQ00000N9TWbYAN,Classic Cheeseburger,20.24,Starter,true,24.0,"No known allergens. Ingredients: Mint, Tomato, Scallion, Onion, Paprika, Basil, Parsley, Black Pepper."
001DQ00000N9TWbYAN,Bacon Deluxe,17.58,Main,true,14.0,"No known allergens. Ingredients: Bell Pepper, Rice, Paprika, Carrot, Mint, Basil, Tomato, Spinach."
001DQ00000N9TWbYAN,Veggie Burger,11.67,Side,true,32.0,"No known allergens. Ingredients: Tomato, Chilli, Chickpeas, Lettuce, Rice, Onion, Parsley, Potato."
001DQ00000N9TWbYAN,Double Smash,13.38,Dessert,true,27.0,"Contains: Shellfish. Ingredients: Prawns, Lime, Cumin, Spinach, Onion, Garlic, Scallion, Coriander."
001DQ00000N9TWbYAN,BBQ Burger,5.05,Drink,true,13.0,"Contains: Sesame. Ingredients: Parsley, Olive Oil, Tahini, Mint, Lemon, Onion, Chilli, Spinach."
001DQ00000N9TWbYAN,Mushroom Swiss,21.85,Starter,true,25.0,"No known allergens. Ingredients: Salt, Mint, Spinach, Garlic, Lime, Tomato, Chilli, Bell Pepper."
001DQ00000N9TWbYAN,Spicy Jalapeno,22.79,Main,true,24.0,"Contains: Gluten. Ingredients: Pita Bread, Lemon, Bell Pepper, Rice, Spinach, Ginger, Onion, Scallion."
001DQ00000N9TWbYAN,Chicken Burger,19.19,Side,true,16.0,"Contains: Eggs, Gluten, Sesame. Ingredients: Tomato, Scallion, Coriander, Pita Bread, Tahini, Mint, Chickpeas, Mayonnaise."
001DQ00000N9TWbYAN,Fish Burger,14.95,Dessert,false,10.0,"No known allergens. Ingredients: Cumin, Bell Pepper, Scallion, Potato, Carrot, Basil, Mint, Lemon."
001DQ00000N9TWbYAN,Sweet Potato Fries,21.3,Drink,true,18.0,"Contains: Nuts, Shellfish. Ingredients: Chilli, Paprika, Onion, Rice, Prawns, Lemon, Cashews, Salt."
001DQ00000N9TWbYAN,Onion Rings,8.02,Starter,true,11.0,"Contains: Nuts, Shellfish. Ingredients: Garlic, Ginger, Scallion, Olive Oil, Tomato, Prawns, Chickpeas, Almonds."
001DQ00000N9TWbYAN,Loaded Fries,7.2,Main,true,16.0,"Contains: Dairy. Ingredients: Cream, Onion, Black Pepper, Olive Oil, Cumin, Rice, Scallion, Ginger."
001DQ00000N9TWbYAN,Caesar Salad,9.63,Side,false,11.0,"Contains: Eggs. Ingredients: Onion, Bell Pepper, Ginger, Egg, Potato, Paprika, Carrot, Chickpeas."
001DQ00000N9TWbYAN,Milkshake,13.96,Dessert,true,15.0,"Contains: Nuts. Ingredients: Tomato, Potato, Lemon, Rice, Olive Oil, Peanuts, Salt, Carrot."
001DQ00000N9TWbYAN,Pulled Pork Burger,15.48,Drink,true,35.0,"Contains: Nuts. Ingredients: Cumin, Scallion, Basil, Garlic, Chilli, Mint, Peanut Sauce, Olive Oil."
001DQ00000N9TWbYAN,Halloumi Burger,19.81,Starter,true,33.0,"Contains: Eggs. Ingredients: Tomato, Paprika, Bell Pepper, Egg, Salt, Rice, Lemon, Potato."
001DQ00000N9TWbYAN,Truffle Fries,17.05,Main,true,9.0,"Contains: Shellfish. Ingredients: Coriander, Scallion, Mint, Paprika, Lettuce, Squid, Black Pepper, Salt."
001DQ00000N9TWbYAN,Coleslaw,4.81,Side,true,31.0,"No known allergens. Ingredients: Ginger, Scallion, Coriander, Garlic, Paprika, Chilli, Rice, Carrot."
001DQ00000N9TWbYAN,Brownie,22.99,Dessert,true,23.0,"Contains: Sesame. Ingredients: Paprika, Scallion, Potato, Tahini, Mint, Rice, Lettuce, Ginger."
001DQ00000N9TWbYAN,Cola Float,11.19,Drink,true,8.0,"Contains: Dairy. Ingredients: Lettuce, Paprika, Lemon, Yogurt, Potato, Coriander, Onion, Carrot."
001DQ00000N9TWaYAN,Margherita,7.41,Starter,true,24.0,"No known allergens. Ingredients: Chilli, Olive Oil, Carrot, Paprika, Garlic, Spinach, Cumin, Tomato."
001DQ00000N9TWaYAN,Pepperoni,23.37,Main,true,11.0,"No known allergens. Ingredients: Coriander, Cumin, Spinach, Bell Pepper, Ginger, Tomato, Paprika, Onion."
001DQ00000N9TWaYAN,Quattro Formaggi,14.24,Side,true,29.0,"Contains: Sesame, Shellfish. Ingredients: Tahini, Chickpeas, Cumin, Prawns, Olive Oil, Black Pepper, Lemon, Scallion."
001DQ00000N9TWaYAN,Diavola,16.67,Dessert,true,29.0,"No known allergens. Ingredients: Potato, Olive Oil, Lime, Chilli, Cumin, Carrot, Onion, Mint."
001DQ00000N9TWaYAN,Marinara,22.05,Drink,true,31.0,"Contains: Eggs, Fish. Ingredients: Rice, Bell Pepper, Coriander, Lemon, Olive Oil, Mayonnaise, Mint, Anchovy."
001DQ00000N9TWaYAN,Capricciosa,13.66,Starter,true,18.0,"Contains: Eggs. Ingredients: Chilli, Potato, Cumin, Lime, Mint, Mayonnaise, Spinach, Onion."
