Restaurant__c,Name,Price__c,Category__c,Available__c,Prep_Time_Minutes__c,Allergens__c
001DQ00000N9TWaYAN,Hawaiian,18.25,Main,true,14.0,"Contains: Soy. Ingredients: Cumin, Chickpeas, Rice, Tomato, Lettuce, Garlic, Carrot, Edamame."
001DQ00000N9TWaYAN,Prosciutto e Funghi,20.07,Side,true,10.0,"Contains: Nuts. Ingredients: Cumin, Lettuce, Scallion, Lemon, Onion, Bell Pepper, Cashews, Olive Oil."
001DQ00000N9TWaYAN,Vegetariana,14.69,Dessert,true,21.0,"Contains: Dairy, Soy. Ingredients: Tofu, Mint, Cumin, Garlic, Lemon, Tomato, Cream, Scallion."
001DQ00000N9TWaYAN,Calzone,7.25,Drink,true,25.0,"Contains: Dairy, Fish. Ingredients: Ginger, Lime, Olive Oil, Anchovy, Onion, Scallion, Feta, Tomato."
001DQ00000N9TWaYAN,Garlic Bread,20.18,Starter,true,15.0,"Contains: Sesame. Ingredients: Tahini, Mint, Chickpeas, Onion, Rice, Coriander, Spinach, Bell Pepper."
001DQ00000N9TWaYAN,Bruschetta,18.63,Main,false,31.0,"No known allergens. Ingredients: Mint, Cumin, Basil, Chickpeas, Ginger, Rice, Paprika, Carrot."
001DQ00000N9TWaYAN,Caprese Salad,13.53,Side,true,30.0,"Contains: Shellfish, Soy. Ingredients: Ginger, Lettuce, Chilli, Lobster, Tomato, Scallion, Edamame, Garlic."
001DQ00000N9TWaYAN,Tiramisu,22.67,Dessert,true,22.0,"No known allergens. Ingredients: Salt, Basil, Ginger, Paprika, Mint, Potato, Chilli, Bell Pepper."
001DQ00000N9TWaYAN,Bufalina,5.8,Drink,true,24.0,"No known allergens. Ingredients: Garlic, Carrot, Parsley, Spinach, Chilli, Salt, Scallion, Potato."
001DQ00000N9TWaYAN,Quattro Stagioni,21.23,Starter,true,25.0,"No known allergens. Ingredients: Lettuce, Chilli, Tomato, Ginger, Carrot, Garlic, Spinach, Paprika."
001DQ00000N9TWaYAN,Napoli,22.24,Main,true,24.0,"No known allergens. Ingredients: Chilli, Spinach, Tomato, Lettuce, Olive Oil, Paprika, Parsley, Cumin."
001DQ00000N9TWaYAN,Salami Piccante,13.43,Side,true,10.0,"No known allergens. Ingredients: Potato, Cumin, Scallion, Lime, Carrot, Black Pepper, Ginger, Olive Oil."
001DQ00000N9TWaYAN,Focaccia,20.14,Dessert,false,24.0,"Contains: Dairy. Ingredients: Chilli, Garlic, Onion, Spinach, Paneer, Cumin, Rice, Scallion."
001DQ00000N9TWaYAN,Panna Cotta,22.04,Drink,true,18.0,"No known allergens. Ingredients: Lettuce, Parsley, Salt, Ginger, Black Pepper, Lemon, Chilli, Paprika."
001DQ00000N9TWSYA3,Salmon Nigiri,20.43,Starter,true,9.0,"Contains: Dairy, Fish, Gluten. Ingredients: Black Pepper, Mint, Spinach, Milk, Ginger, Chilli, Eel, Pasta."
001DQ00000N9TWSYA3,Tuna Sashimi,21.03,Main,true,12.0,"Contains: Fish, Nuts. Ingredients: Anchovy, Salt, Carrot, Chilli, Rice, Scallion, Pistachios, Potato."
001DQ00000N9TWSYA3,California Roll,8.93,Side,false,10.0,"Contains: Nuts. Ingredients: Carrot, Cashews, Black Pepper, Ginger, Potato, Paprika, Mint, Lime."
001DQ00000N9TWSYA3,Spicy Tuna Roll,16.2,Dessert,true,24.0,"No known allergens. Ingredients: Salt, Parsley, Onion, Olive Oil, Carrot, Rice, Lettuce, Spinach."
001DQ00000N9TWSYA3,Dragon Roll,4.96,Drink,true,10.0,"No known allergens. Ingredients: Salt, Paprika, Olive Oil, Garlic, Ginger, Bell Pepper, Basil, Lettuce."
001DQ00000N9TWSYA3,Tempura Prawn Roll,10.38,Starter,true,31.0,"Contains: Fish, Sesame, Soy. Ingredients: Mint, Cumin, Black Pepper, Sesame Seeds, Fish Sauce, Parsley, Onion, Soy Sauce."
001DQ00000N9TWSYA3,Miso Soup,14.35,Main,true,35.0,"Contains: Shellfish, Soy. Ingredients: Rice, Onion, Squid, Paprika, Parsley, Coriander, Soy Sauce, Carrot."
001DQ00000N9TWSYA3,Edamame,8.72,Side,true,9.0,"No known allergens. Ingredients: Olive Oil, Onion, Basil, Lemon, Mint, Parsley, Chilli, Cumin."
001DQ00000N9TWSYA3,Eel Avocado Roll,19.11,Dessert,true,30.0,"No known allergens. Ingredients: Onion, Spinach, Carrot, Parsley, Potato, Garlic, Basil, Tomato."
001DQ00000N9TWSYA3,Rainbow Roll,23.95,Drink,true,32.0,"Contains: Gluten, Shellfish. Ingredients: Ginger, Paprika, Lettuce, Shrimp, Salt, Flour Tortilla, Scallion, Spinach."
001DQ00000N9TWSYA3,Gyoza,16.0,Starter,true,17.0,"No known allergens. Ingredients: Lettuce, Potato, Chickpeas, Carrot, Lemon, Mint, Basil, Scallion."
001DQ00000N9TWSYA3,Seaweed Salad,9.04,Main,true,20.0,"Contains: Dairy, Fish, Nuts. Ingredients: Coriander, Almonds, Black Pepper, Paneer, Lime, Mint, Carrot, Anchovy."
001DQ00000N9TWSYA3,Chicken Teriyaki,23.07,Side,true,13.0,"Contains: Nuts. Ingredients: Olive Oil, Cashews, Salt, Paprika, Black Pepper, Mint, Chickpeas, Chilli."
001DQ00000N9TWSYA3,Unagi Don,10.07,Dessert,true,33.0,"Contains: Eggs, Fish, Shellfish. Ingredients: Parsley, Anchovy, Basil, Salt, Onion, Crab, Mayonnaise, Chilli."
001DQ00000N9TWSYA3,Salmon Avocado Roll,4.83,Drink,true,10.0,"Contains: Nuts. Ingredients: Ginger, Black Pepper, Tomato, Cumin, Onion, Almonds, Chilli, Potato."
001DQ00000N9TWSYA3,Vegetable Maki,8.78,Starter,true,11.0,"Contains: Gluten, Sesame. Ingredients: Tomato, Rice, Potato, Spinach, Tahini, Pasta, Coriander, Garlic."
001DQ00000N9TWSYA3,Chirashi Bowl,6.14,Main,true,9.0,"No known allergens. Ingredients: Carrot, Lime, Cumin, Paprika, Lettuce, Bell Pepper, Scallion, Mint."
001DQ00000N9TWSYA3,Mochi Ice Cream,23.59,Side,true,20.0,"Contains: Sesame. Ingredients: Potato, Cumin, Onion, Paprika, Sesame Seeds, Lettuce, Coriander, Mint."
001DQ00000N9TWSYA3,Yakitori,19.77,Dessert,true,26.0,"No known allergens. Ingredients: Lettuce, Coriander, Mint, Onion, Black Pepper, Chilli, Basil, Carrot."
001DQ00000N9TWSYA3,Green Tea,17.92,Drink,true,28.0,"No known allergens. Ingredients: Lime, Onion, Black Pepper, Basil, Lettuce, Spinach, Salt, Rice."
001DQ00000N9TWYYA3,Chicken Tikka Masala,8.22,Starter,true,14.0,"Contains: Nuts, Soy. Ingredients: Chilli, Edamame, Lemon, Lettuce, Parsley, Almonds, Mint, Cumin."
001DQ00000N9TWYYA3,Lamb Rogan Josh,19.34,Main,true,17.0,"Contains: Fish. Ingredients: Mint, Tomato, Bell Pepper, Salmon, Chickpeas, Black Pepper, Coriander, Lemon."
001DQ00000N9TWYYA3,Palak Paneer,17.15,Side,true,23.0,"Contains: Gluten, Soy. Ingredients: Tofu, Pita Bread, Rice, Scallion, Lemon, Salt, Lettuce, Basil."
001DQ00000N9TWYYA3,Butter Chicken,12.32,Dessert,true,23.0,"Contains: Eggs, Gluten, Nuts. Ingredients: Parsley, Scallion, Coriander, Almonds, Pasta, Egg, Mint, Salt."
001DQ00000N9TWYYA3,Vegetable Biryani,5.0,Drink,true,33.0,"Contains: Gluten, Nuts. Ingredients: Lime, Chilli, Tomato, Cumin, Pasta, Peanut Sauce, Ginger, Potato."
001DQ00000N9TWYYA3,Chicken Korma,7.69,Starter,true,23.0,"Contains: Dairy, Shellfish. Ingredients: Olive Oil, Ginger, Tomato, Lettuce, Cumin, Crab, Cheese, Black Pepper."
001DQ00000N9TWYYA3,Dal Makhani,19.02,Main,true,22.0,"Contains: Shellfish. Ingredients: Crab, Black Pepper, Chilli, Bell Pepper, Parsley, Paprika, Cumin, Basil."
001DQ00000N9TWYYA3,Aloo Gobi,6.43,Side,true,26.0,"No known allergens. Ingredients: Salt, Chilli, Potato, Bell Pepper, Ginger, Lime, Black Pepper, Coriander."
001DQ00000N9TWYYA3,Tandoori Chicken,10.7,Dessert,true,17.0,"Contains: Eggs. Ingredients: Salt, Egg Noodles, Cumin, Lime, Parsley, Potato, Paprika, Rice."
001DQ00000N9TWYYA3,Chicken Vindaloo,18.33,Drink,true,21.0,"No known allergens. Ingredients: Rice, Basil, Bell Pepper, Olive Oil, Chickpeas, Tomato, Parsley, Mint."
001DQ00000N9TWYYA3,Samosa Chaat,23.51,Starter,true,16.0,"No known allergens. Ingredients: Basil, Onion, Cumin, Parsley, Salt, Lime, Spinach, Chickpeas."
001DQ00000N9TWYYA3,Garlic Naan,22.68,Main,true,31.0,"Contains: Eggs. Ingredients: Lettuce, Egg Noodles, Spinach, Scallion, Onion, Black Pepper, Bell Pepper, Tomato."
001DQ00000N9TWYYA3,Onion Bhaji,23.09,Side,true,21.0,"Contains: Fish. Ingredients: Parsley, Lemon, Tuna, Coriander, Lime, Lettuce, Salt, Scallion."
001DQ00000N9TWYYA3,Saag Aloo,7.62,Dessert,true,26.0,"No known allergens. Ingredients: Onion, Parsley, Garlic, Lime, Olive Oil, Potato, Spinach, Carrot."
001DQ00000N9TWYYA3,Prawn Masala,20.78,Drink,true,21.0,"No known allergens. Ingredients: Carrot, Scallion, Lime, Basil, Mint, Garlic, Olive Oil, Paprika."
001DQ00000N9TWYYA3,Chana Masala,11.11,Starter,false,32.0,"No known allergens. Ingredients: Spinach, Basil, Olive Oil, Chilli, Coriander, Cumin, Ginger, Carrot."
001DQ00000N9TWYYA3,Paneer Tikka,14.21,Main,true,31.0,"Contains: Dairy. Ingredients: Paprika, Cheese, Basil, Bell Pepper, Ginger, Lime, Chilli, Garlic."
001DQ00000N9TWYYA3,Mango Lassi,12.95,Side,true,10.0,"No known allergens. Ingredients: Carrot, Tomato, Black Pepper, Rice, Onion, Spinach, Olive Oil, Bell Pepper."
001DQ00000N9TWYYA3,Gulab Jamun,8.84,Dessert,true,30.0,"Contains: Gluten, Sesame. Ingredients: Rice, Lemon, Bell Pepper, Parsley, Wheat Flour, Sesame Seeds, Garlic, Black Pepper."
001DQ00000N9TWYYA3,Raita,10.19,Drink,true,34.0,"Contains: Dairy, Gluten. Ingredients: Spinach, Coriander, Naan Bread, Paprika, Chickpeas, Onion, Cumin, Cream."
001DQ00000N9TWEYA3,Chicken Tikka Masala,5.55,Starter,true,31.0,"No known allergens. Ingredients: Scallion, Parsley, Lemon, Spinach, Carrot, Lime, Cumin, Salt."
001DQ00000N9TWEYA3,Lamb Rogan Josh,17.35,Main,true,11.0,"No known allergens. Ingredients: Black Pepper, Salt, Olive Oil, Coriander, Onion, Paprika, Garlic, Tomato."
001DQ00000N9TWEYA3,Palak Paneer,23.4,Side,true,34.0,"Contains: Shellfish. Ingredients: Chickpeas, Crab, Coriander, Basil, Salt, Rice, Chilli, Potato."
001DQ00000N9TWEYA3,Butter Chicken,12.67,Dessert,true,13.0,"No known allergens. Ingredients: Ginger, Lemon, Bell Pepper, Potato, Basil, Carrot, Salt, Mint."
001DQ00000N9TWEYA3,Vegetable Biryani,10.21,Drink,true,9.0,"Contains: Dairy, Sesame. Ingredients: Tahini, Ginger, Carrot, Salt, Paprika, Scallion, Lime, Yogurt."
001DQ00000N9TWEYA3,Chicken Korma,16.89,Starter,true,16.0,"Contains: Eggs. Ingredients: Ginger, Lettuce, Olive Oil, Spinach, Mayonnaise, Scallion, Garlic, Basil."
001DQ00000N9TWEYA3,Dal Makhani,11.7,Main,true,23.0,"No known allergens. Ingredients: Carrot, Coriander, Ginger, Lime, Scallion, Chilli, Paprika, Spinach."
001DQ00000N9TWEYA3,Aloo Gobi,22.48,Side,true,18.0,"No known allergens. Ingredients: Salt, Basil, Coriander, Rice, Paprika, Spinach, Cumin, Garlic."
001DQ00000N9TWEYA3,Tandoori Chicken,23.74,Dessert,true,13.0,"Contains: Nuts. Ingredients: Chilli, Chickpeas, Lime, Bell Pepper, Rice, Garlic, Coriander, Almonds."
001DQ00000N9TWEYA3,Chicken Vindaloo,8.4,Drink,true,15.0,"No known allergens. Ingredients: Chilli, Lime, Paprika, Basil, Chickpeas, Bell Pepper, Garlic, Scallion."
001DQ00000N9TWEYA3,Samosa Chaat,10.57,Starter,true,19.0,"No known allergens. Ingredients: Scallion, Lettuce, Bell Pepper, Chilli, Olive Oil, Spinach, Paprika, Black Pepper."
001DQ00000N9TWEYA3,Garlic Naan,19.64,Main,true,8.0,"No known allergens. Ingredients: Mint, Carrot, Cumin, Lettuce, Scallion, Black Pepper, Potato, Olive Oil."
001DQ00000N9TWEYA3,Onion Bhaji,13.51,Side,true,8.0,"No known allergens. Ingredients: Cumin, Tomato, Onion, Basil, Carrot, Salt, Lettuce, Spinach."
001DQ00000N9TWEYA3,Saag Aloo,6.45,Dessert,true,11.0,"Contains: Shellfish. Ingredients: Chilli, Black Pepper, Mint, Salt, Lemon, Shrimp, Parsley, Lettuce."
001DQ00000N9TWEYA3,Prawn Masala,17.3,Drink,true,18.0,"No known allergens. Ingredients: Olive Oil, Chilli, Spinach, Cumin, Onion, Bell Pepper, Paprika, Salt."
001DQ00000N9TWEYA3,Chana Masala,9.54,Starter,true,30.0,"Contains: Eggs. Ingredients: Chilli, Onion, Egg Noodles, Paprika, Garlic, Black Pepper, Olive Oil, Scallion."
001DQ00000N9TWEYA3,Paneer Tikka,18.03,Main,true,28.0,"Contains: Dairy. Ingredients: Paneer, Lime, Potato, Mint, Ginger, Bell Pepper, Parsley, Coriander."
001DQ00000N9TWEYA3,Mango Lassi,18.99,Side,true,12.0,"Contains: Eggs, Shellfish. Ingredients: Mint, Tomato, Garlic, Bell Pepper, Lobster, Mayonnaise, Lime, Cumin."
001DQ00000N9TWEYA3,Gulab Jamun,13.08,Dessert,true,30.0,"Contains: Shellfish. Ingredients: Rice, Mint, Onion, Lime, Coriander, Shrimp, Chilli, Lettuce."
001DQ00000N9TWEYA3,Raita,5.49,Drink,true,29.0,"No known allergens. Ingredients: Carrot, Lettuce, Onion, Parsley, Tomato, Rice, Lemon, Scallion."
001DQ00000N9TWcYAN,Salmon Nigiri,16.44,Starter,true,12.0,"Contains: Sesame. Ingredients: Carrot, Basil, Lemon, Sesame Oil, Olive Oil, Paprika, Mint, Rice."
001DQ00000N9TWcYAN,Tuna Sashimi,8.74,Main,true,19.0,"Contains: Eggs. Ingredients: Salt, Egg Noodles, Onion, Potato, Rice, Cumin, Lettuce, Black Pepper."
001DQ00000N9TWcYAN,California Roll,12.79,Side,true,24.0,"No known allergens. Ingredients: Chickpeas, Lemon, Mint, Olive Oil, Salt, Rice, Parsley, Bell Pepper."
001DQ00000N9TWcYAN,Spicy Tuna Roll,10.66,Dessert,true,35.0,"Contains: Fish, Soy. Ingredients: Coriander, Parsley, Fish Sauce, Cumin, Lettuce, Soy Sauce, Mint, Chickpeas."
001DQ00000N9TWcYAN,Dragon Roll,8.19,Drink,true,21.0,"No known allergens. Ingredients: Olive Oil, Mint, Coriander, Lemon, Spinach, Black Pepper, Scallion, Chilli."
001DQ00000N9TWcYAN,Tempura Prawn Roll,15.93,Starter,true,28.0,"Contains: Gluten. Ingredients: Garlic, Wheat Flour, Chickpeas, Parsley, Mint, Carrot, Rice, Bell Pepper."
001DQ00000N9TWcYAN,Miso Soup,17.14,Main,true,23.0,"Contains: Dairy, Eggs. Ingredients: Mint, Bell Pepper, Garlic, Lemon, Milk, Chickpeas, Egg, Parsley."
001DQ00000N9TWcYAN,Edamame,9.63,Side,true,8.0,"No known allergens. Ingredients: Spinach, Onion, Mint, Lime, Carrot, Bell Pepper, Salt, Olive Oil."
001DQ00000N9TWcYAN,Eel Avocado Roll,19.72,Dessert,true,14.0,"Contains: Eggs. Ingredients: Mayonnaise, Scallion, Mint, Olive Oil, Parsley, Ginger, Black Pepper, Spinach."
001DQ00000N9TWcYAN,Rainbow Roll,9.85,Drink,true,34.0,"Contains: Nuts. Ingredients: Basil, Bell Pepper, Olive Oil, Pistachios, Chickpeas, Carrot, Parsley, Rice."
001DQ00000N9TWcYAN,Gyoza,16.73,Starter,true,34.0,"No known allergens. Ingredients: Ginger, Black Pepper, Onion, Spinach, Scallion, Mint, Coriander, Rice."
001DQ00000N9TWcYAN,Seaweed Salad,11.07,Main,true,29.0,"No known allergens. Ingredients: Tomato, Parsley, Mint, Ginger, Lime, Bell Pepper, Garlic, Cumin."
001DQ00000N9TWcYAN,Chicken Teriyaki,16.92,Side,true,11.0,"No known allergens. Ingredients: Carrot, Bell Pepper, Olive Oil, Black Pepper, Scallion, Potato, Ginger, Spinach."
001DQ00000N9TWcYAN,Unagi Don,20.76,Dessert,true,28.0,"Contains: Shellfish. Ingredients: Coriander, Lemon, Shrimp, Salt, Basil, Carrot, Lettuce, Black Pepper."
001DQ00000N9TWcYAN,Salmon Avocado Roll,12.62,Drink,false,22.0,"Contains: Soy. Ingredients: Paprika, Basil, Black Pepper, Lime, Tomato, Bell Pepper, Ginger, Soybean Oil."
001DQ00000N9TWcYAN,Vegetable Maki,4.81,Starter,true,15.0,"Contains: Gluten. Ingredients: Coriander, Basil, Pasta, Ginger, Rice, Tomato, Lettuce, Spinach."
001DQ00000N9TWcYAN,Chirashi Bowl,15.09,Main,true,17.0,"Contains: Gluten. Ingredients: Paprika, Tomato, Lemon, Wheat Flour, Chickpeas, Potato, Spinach, Rice."
001DQ00000N9TWcYAN,Mochi Ice Cream,15.92,Side,true,16.0,"Contains: Gluten. Ingredients: Wheat Flour, Paprika, Chilli, Basil, Bell Pepper, Potato, Salt, Olive Oil."
001DQ00000N9TWcYAN,Yakitori,16.1,Dessert,true,15.0,"Contains: Dairy, Sesame, Soy. Ingredients: Sesame Seeds, Tomato, Parsley, Butter, Onion, Lemon, Lime, Soy Sauce."
001DQ00000N9TWcYAN,Green Tea,7.89,Drink,true,17.0,"Contains: Gluten. Ingredients: Soy Sauce, Mint, Basil, Potato, Rice, Spinach, Lime, Garlic."
001DQ00000N9TWVYA3,Spaghetti Carbonara,12.35,Starter,true,24.0,"Contains: Fish. Ingredients: Tuna, Parsley, Tomato, Chilli, Olive Oil, Carrot, Garlic, Basil."
001DQ00000N9TWVYA3,Lasagne,13.77,Main,true,19.0,"Contains: Dairy, Fish, Soy. Ingredients: Coriander, Tofu, Potato, Tuna, Chickpeas, Butter, Rice, Basil."
001DQ00000N9TWVYA3,Penne Arrabbiata,23.6,Side,true,35.0,"No known allergens. Ingredients: Lemon, Rice, Onion, Olive Oil, Spinach, Black Pepper, Tomato, Mint."
001DQ00000N9TWVYA3,Risotto Funghi,12.36,Dessert,true,26.0,"No known allergens. Ingredients: Spinach, Olive Oil, Ginger, Carrot, Tomato, Chickpeas, Lime, Basil."
001DQ00000N9TWVYA3,Fettuccine Alfredo,16.76,Drink,true,30.0,"Contains: Dairy. Ingredients: Black Pepper, Coriander, Cumin, Parsley, Lemon, Salt, Feta, Carrot."
001DQ00000N9TWVYA3,Ravioli,22.48,Starter,true,26.0,"Contains: Nuts. Ingredients: Pistachios, Basil, Salt, Chilli, Lemon, Chickpeas, Bell Pepper, Garlic."
001DQ00000N9TWVYA3,Gnocchi,19.31,Main,true,11.0,"Contains: Dairy. Ingredients: Cream, Coriander, Lime, Mint, Olive Oil, Paprika, Rice, Lettuce."
001DQ00000N9TWVYA3,Minestrone,13.9,Side,false,34.0,"No known allergens. Ingredients: Carrot, Onion, Cumin, Garlic, Mint, Tomato, Paprika, Parsley."
001DQ00000N9TWVYA3,Bruschetta,21.07,Dessert,true,26.0,"Contains: Eggs. Ingredients: Potato, Onion, Basil, Mint, Spinach, Black Pepper, Mayonnaise, Garlic."
001DQ00000N9TWVYA3,Tiramisu,23.74,Drink,false,34.0,"No known allergens. Ingredients: Potato, Chilli, Bell Pepper, Black Pepper, Lime, Chickpeas, Salt, Spinach."
001DQ00000N9TWVYA3,Osso Buco,14.24,Starter,true,11.0,"Contains: Fish. Ingredients: Potato, Bell Pepper, Onion, Spinach, Basil, Scallion, Salmon, Lettuce."
001DQ00000N9TWVYA3,Linguine Vongole,20.61,Main,true,15.0,"Contains: Sesame. Ingredients: Paprika, Sesame Oil, Ginger, Mint, Garlic, Bell Pepper, Chilli, Lettuce."
001DQ00000N9TWVYA3,Caprese Salad,12.89,Side,true,28.0,"Contains: Dairy, Soy. Ingredients: Parsley, Mint, Garlic, Edamame, Halloumi, Onion, Coriander, Ginger."
001DQ00000N9TWVYA3,Panna Cotta,20.11,Dessert,true,20.0,"Contains: Eggs, Soy. Ingredients: Basil, Egg Noodles, Carrot, Salt, Soy Sauce, Olive Oil, Black Pepper, Bell Pepper."
001DQ00000N9TWVYA3,Spaghetti Bolognese,14.79,Drink,true,9.0,"Contains: Dairy, Fish, Nuts. Ingredients: Peanuts, Coriander, Black Pepper, Fish Sauce, Chilli, Ginger, Tomato, Feta."
001DQ00000N9TWVYA3,Margherita Flatbread,8.73,Starter,true,33.0,"No known allergens. Ingredients: Onion, Cumin, Carrot, Basil, Bell Pepper, Chilli, Garlic, Lemon."
001DQ00000N9TWVYA3,Arancini,9.87,Main,true,25.0,"No known allergens. Ingredients: Onion, Salt, Olive Oil, Bell Pepper, Ginger, Rice, Coriander, Lettuce."
001DQ00000N9TWVYA3,Cannoli,20.22,Side,true,22.0,"No known allergens. Ingredients: Rice, Chickpeas, Cumin, Paprika, Tomato, Black Pepper, Salt, Onion."
001DQ00000N9TWVYA3,Garlic Focaccia,21.53,Dessert,true,22.0,"No known allergens. Ingredients: Chickpeas, Rice, Salt, Black Pepper, Olive Oil, Chilli, Carrot, Spinach."
001DQ00000N9TWVYA3,Affogato,10.0,Drink,true,14.0,"Contains: Sesame. Ingredients: Tomato, Mint, Rice, Black Pepper, Potato, Ginger, Sesame Oil, Bell Pepper."
001DQ00000N9TWZYA3,Kung Pao Chicken,9.54,Starter,true,24.0,"Contains: Dairy, Soy. Ingredients: Paprika, Feta, Black Pepper, Onion, Bell Pepper, Chilli, Potato, Soy Sauce."
001DQ00000N9TWZYA3,Sweet and Sour Pork,10.11,Main,true,22.0,"No known allergens. Ingredients: Coriander, Potato, Lemon, Lettuce, Basil, Cumin, Paprika, Chickpeas."
001DQ00000N9TWZYA3,Beef Chow Mein,11.8,Side,true,14.0,"Contains: Nuts. Ingredients: Peanut Sauce, Ginger, Tomato, Mint, Rice, Paprika, Spinach, Olive Oil."
001DQ00000N9TWZYA3,Spring Rolls,11.63,Dessert,true,10.0,"No known allergens. Ingredients: Bell Pepper, Carrot, Chickpeas, Cumin, Mint, Salt, Lime, Spinach."
001DQ00000N9TWZYA3,Egg Fried Rice,12.02,Drink,true,31.0,"Contains: Sesame. Ingredients: Cumin, Rice, Paprika, Salt, Basil, Tahini, Mint, Garlic."
001DQ00000N9TWZYA3,Dim Sum Platter,13.11,Starter,true,25.0,"No known allergens. Ingredients: Black Pepper, Basil, Rice, Coriander, Tomato, Scallion, Cumin, Lime."
001DQ00000N9TWZYA3,Mapo Tofu,8.88,Main,false,23.0,"No known allergens. Ingredients: Scallion, Salt, Paprika, Olive Oil, Carrot, Black Pepper, Lemon, Mint."
001DQ00000N9TWZYA3,Peking Duck,19.3,Side,true,30.0,"Contains: Fish. Ingredients: Fish Sauce, Parsley, Lemon, Olive Oil, Ginger, Rice, Salt, Tomato."
001DQ00000N9TWZYA3,Wonton Soup,4.75,Dessert,true,35.0,"Contains: Eggs. Ingredients: Potato, Ginger, Rice, Mayonnaise, Chickpeas, Olive Oil, Lime, Salt."
001DQ00000N9TWZYA3,Char Siu Pork,15.99,Drink,true,28.0,"Contains: Eggs, Shellfish. Ingredients: Lettuce, Rice, Egg, Parsley, Mint, Squid, Potato, Garlic."
001DQ00000N9TWZYA3,Hot and Sour Soup,10.2,Starter,true,12.0,"Contains: Sesame. Ingredients: Ginger, Lettuce, Parsley, Tahini, Potato, Cumin, Paprika, Rice."
001DQ00000N9TWZYA3,Sesame Chicken,11.3,Main,true,26.0,"No known allergens. Ingredients: Spinach, Ginger, Coriander, Bell Pepper, Salt, Lime, Paprika, Chickpeas."
001DQ00000N9TWZYA3,Dumplings,22.8,Side,true,31.0,"Contains: Eggs. Ingredients: Olive Oil, Chilli, Paprika, Scallion, Mayonnaise, Rice, Onion, Mint."
001DQ00000N9TWZYA3,Chow Fun,14.5,Dessert,true,12.0,"No known allergens. Ingredients: Cumin, Salt, Mint, Basil, Chilli, Spinach, Bell Pepper, Scallion."
001DQ00000N9TWZYA3,Salt and Pepper Squid,14.76,Drink,true,31.0,"No known allergens. Ingredients: Chickpeas, Potato, Parsley, Spinach, Cumin, Chilli, Lettuce, Lemon."
001DQ00000N9TWZYA3,Crispy Beef,21.8,Starter,false,30.0,"Contains: Dairy. Ingredients: Garlic, Olive Oil, Scallion, Rice, Potato, Halloumi, Salt, Spinach."
001DQ00000N9TWZYA3,Vegetable Spring Roll,11.31,Main,true,24.0,"Contains: Dairy. Ingredients: Black Pepper, Rice, Basil, Lettuce, Ginger, Cream, Coriander, Paprika."
001DQ00000N9TWZYA3,Fortune Cookie,23.17,Side,true,23.0,"Contains: Gluten, Shellfish. Ingredients: Lime, Scallion, Carrot, Bell Pepper, Lettuce, Lobster, Pasta, Olive Oil."
001DQ00000N9TWZYA3,Prawn Toast,12.51,Dessert,true,9.0,"No known allergens. Ingredients: Lemon, Carrot, Ginger, Chilli, Mint, Black Pepper, Onion, Potato."
001DQ00000N9TWZYA3,Egg Drop Soup,8.17,Drink,true,10.0,"Contains: Eggs, Gluten, Soy. Ingredients: Tofu, Basil, Carrot, Potato, Coriander, Flour Tortilla, Egg Noodles, Onion."
